time,seconds_elapsed,z,y,x
1706425586434413000,0.2134130859375,1.169966697692871,-0.08093154430389404,1.182581901550293
1706425586438418200,0.217418212890625,0.9822759628295898,-0.11018705368041992,1.1597603559494019
1706425586442428400,0.221428466796875,0.8549404144287109,-0.09903788566589355,1.1546971797943115
1706425586446445300,0.2254453125,0.7644186019897461,-0.08117079734802246,1.129084587097168
1706425586450464500,0.229464599609375,0.7207918167114258,-0.04160737991333008,1.0965754985809326
1706425586454492200,0.2334921875,0.6433143615722656,-0.01867806911468506,1.022207498550415
1706425586458523600,0.237523681640625,0.4771900177001953,0.02250957489013672,0.9002300500869751
1706425586462557700,0.2415576171875,0.2616300582885742,0.04350578784942627,0.8183761835098267
1706425586466585300,0.24558544921875,0.037471771240234375,0.05738699436187744,0.805621325969696
1706425586470603000,0.24960302734375,-0.14989852905273438,0.051799774169921875,0.8720318675041199
1706425586474620000,0.253619873046875,-0.4350395202636719,0.08711493015289307,0.8162462711334229
1706425586478637000,0.257636962890625,-0.7670202255249023,0.12793493270874023,0.7211768627166748
1706425586482654700,0.26165478515625,-1.0114679336547852,0.16115069389343262,0.6535809636116028
1706425586486673000,0.2656728515625,-1.2240209579467773,0.20370805263519287,0.5772732496261597
1706425586490696000,0.269696044921875,-1.3546037673950195,0.24896454811096191,0.4988918900489807
1706425586494713600,0.273713623046875,-1.4278640747070312,0.281161904335022,0.43182167410850525
1706425586498729500,0.2777294921875,-1.4555110931396484,0.19562900066375732,0.22374385595321655
1706425586502745900,0.281745849609375,-1.3818845748901367,-0.05825352668762207,-0.1818973273038864
1706425586506762800,0.2857626953125,-1.003544807434082,-0.41732656955718994,-0.5121568441390991
1706425586510780700,0.28978076171875,-0.3468818664550781,-0.7015542984008789,-0.4588049650192261
1706425586514799400,0.29379931640625,0.4946002960205078,-0.8666040897369385,-0.3027525842189789
1706425586518818600,0.297818603515625,1.2834739685058594,-1.0587533712387085,-0.38338640332221985
1706425586522838500,0.301838623046875,1.9380950927734375,-1.1234040260314941,-0.36483144760131836
1706425586526858800,0.305858642578125,2.6428279876708984,-1.040260672569275,-0.23002639412879944
1706425586530878700,0.309878662109375,3.126368522644043,-0.9745525121688843,-0.26066792011260986
1706425586534896400,0.313896484375,3.3850135803222656,-0.972922682762146,-0.5228109359741211
1706425586538914300,0.317914306640625,3.5188961029052734,-0.8854330778121948,-0.881054162979126
1706425586542932000,0.321931884765625,3.517868995666504,-0.712856650352478,-1.1623725891113281
1706425586546950000,0.325949951171875,3.4717798233032227,-0.3649204969406128,-1.1608134508132935
1706425586550968000,0.329968017578125,3.248960494995117,0.02333807945251465,-1.022354006767273
1706425586554986500,0.333986572265625,2.753602981567383,0.25516021251678467,-0.9255795478820801
1706425586559005200,0.338005126953125,2.1646995544433594,0.27665555477142334,-0.7113400101661682
1706425586563024000,0.34202392578125,1.4464073181152344,0.22656750679016113,-0.5680704116821289
1706425586567042600,0.34604248046875,0.6546134948730469,0.14938247203826904,-0.18463478982448578
1706425586571061500,0.3500615234375,-0.21469497680664062,0.16119956970214844,0.2307816743850708
1706425586575080200,0.354080078125,-1.0579862594604492,0.1770479679107666,0.6595721244812012
1706425586579098600,0.3580986328125,-1.8161840438842773,0.18189382553100586,1.0573866367340088
1706425586583116800,0.36211669921875,-2.482882499694824,0.2312260866165161,1.3523198366165161
1706425586587135200,0.36613525390625,-3.056300163269043,0.2995433807373047,1.541711449623108
1706425586591153700,0.370153564453125,-3.567324638366699,0.36884570121765137,1.6294631958007812
1706425586595171800,0.374171875,-3.980416774749756,0.3956162929534912,1.541859745979309
1706425586599190300,0.378190185546875,-4.323914527893066,0.38385701179504395,1.3262014389038086
1706425586603208700,0.382208740234375,-4.578505516052246,0.388899564743042,1.0264489650726318
1706425586607227000,0.386226806640625,-4.6006669998168945,0.3802194595336914,0.62203049659729
1706425586611245300,0.390245361328125,-4.430179119110107,0.33464717864990234,0.1981763243675232
1706425586615263500,0.394263427734375,-4.141016006469727,0.25024938583374023,-0.2250528335571289
1706425586619282000,0.398281982421875,-3.826752185821533,0.23536181449890137,-0.644366979598999
1706425586623300400,0.40230029296875,-3.593338966369629,0.33773183822631836,-1.0159424543380737
1706425586627318500,0.406318603515625,-3.4766502380371094,0.4536752700805664,-1.2844998836517334
1706425586631337000,0.4103369140625,-3.5238656997680664,0.4439966678619385,-1.6518974304199219
1706425586635355100,0.414355224609375,-3.668598175048828,0.28975701332092285,-2.0413029193878174
1706425586639373600,0.41837353515625,-3.692753314971924,0.09253621101379395,-2.278780460357666
1706425586643392000,0.42239208984375,-3.504261016845703,0.013204097747802734,-2.2617719173431396
1706425586647410200,0.42641015625,-3.278524875640869,-0.035128116607666016,-2.039569854736328
1706425586651428600,0.4304287109375,-3.1007633209228516,-0.0722036361694336,-1.7682896852493286
1706425586655447000,0.434447021484375,-2.9062976837158203,-0.13648366928100586,-1.535156011581421
1706425586659465200,0.43846533203125,-2.758784294128418,-0.25864624977111816,-1.3506639003753662
1706425586663483600,0.442483642578125,-2.6454315185546875,-0.3722909688949585,-1.2108585834503174
1706425586667502000,0.446502197265625,-2.4876608848571777,-0.47327089309692383,-1.1427626609802246
1706425586671520500,0.4505205078125,-2.302403450012207,-0.515139102935791,-1.1543095111846924
1706425586675539000,0.4545390625,-2.184234142303467,-0.5912461280822754,-1.1568455696105957
1706425586679557400,0.458557373046875,-2.1532020568847656,-0.673250675201416,-1.2186262607574463
1706425586683576000,0.462576171875,-2.082775115966797,-0.7566202878952026,-1.0525102615356445
1706425586687594500,0.466594482421875,-2.027714729309082,-0.8015079498291016,-1.0678294897079468
1706425586691612700,0.47061279296875,-1.9852495193481445,-0.8490837812423706,-1.0890212059020996
1706425586695631000,0.474631103515625,-1.9882164001464844,-0.904173731803894,-1.0900001525878906
1706425586699649300,0.478649169921875,-2.0241141319274902,-0.9668725728988647,-1.0000207424163818
1706425586703667500,0.48266748046875,-2.0546302795410156,-1.0373528003692627,-0.831961989402771
1706425586707685600,0.486685546875,-2.131791114807129,-1.1109092235565186,-0.6291089057922363
1706425586711703800,0.490703857421875,-2.247840404510498,-1.1615883111953735,-0.4669763445854187
1706425586715722200,0.49472216796875,-2.378602981567383,-1.168440341949463,-0.2735912799835205
1706425586719740400,0.498740478515625,-2.5096654891967773,-1.2172666788101196,-0.1127481460571289
1706425586723758600,0.502758544921875,-2.631533622741699,-1.2366479635238647,0.011643528938293457
1706425586727777000,0.506777099609375,-2.7087817192077637,-1.290954351425171,0.10989600419998169
1706425586731795500,0.51079541015625,-2.753694534301758,-1.323108196258545,0.18046605587005615
1706425586735814000,0.51481396484375,-2.7570838928222656,-1.3666447401046753,0.25491178035736084
1706425586739832300,0.518832275390625,-2.6956748962402344,-1.357637882232666,0.21748566627502441
1706425586743850800,0.522850830078125,-2.667239189147949,-1.3344111442565918,0.09536027908325195
1706425586747869200,0.526869140625,-2.6477155685424805,-1.3180252313613892,-0.06337177753448486
1706425586751888000,0.530887939453125,-2.6512680053710938,-1.3125638961791992,-0.20673716068267822
1706425586755906300,0.53490625,-2.6611080169677734,-1.3173755407333374,-0.29748523235321045
1706425586759924700,0.5389248046875,-2.6748886108398438,-1.3413312435150146,-0.4789825677871704
1706425586763943400,0.542943359375,-2.628669261932373,-1.3529630899429321,-0.7577807903289795
1706425586767961900,0.5469619140625,-2.527855396270752,-1.4089967012405396,-0.9650794267654419
1706425586771980000,0.55097998046875,-2.396707057952881,-1.4850876331329346,-1.056990385055542
1706425586775998500,0.55499853515625,-2.2330703735351562,-1.5288383960723877,-1.1318719387054443
1706425586780016400,0.559016357421875,-1.9423041343688965,-1.493391513824463,-1.2110360860824585
1706425586784034000,0.563033935546875,-1.539802074432373,-1.3512502908706665,-1.341831922531128
1706425586788052000,0.567052001953125,-1.0976815223693848,-1.1653655767440796,-1.4362554550170898
1706425586792070100,0.571070068359375,-0.772728443145752,-1.0499985218048096,-1.4287300109863281
1706425586796088600,0.575088623046875,-0.45704174041748047,-1.0281729698181152,-1.3776648044586182
1706425586800107300,0.579107177734375,-0.2476949691772461,-1.0917997360229492,-1.276569128036499
1706425586804126000,0.5831259765625,-0.14833307266235352,-1.2090791463851929,-1.1283934116363525
1706425586808144600,0.58714453125,-0.053484439849853516,-1.3746657371520996,-0.9952507019042969
1706425586812163600,0.59116357421875,0.04882621765136719,-1.578436017036438,-0.8981454372406006
1706425586816182300,0.595182373046875,0.14446544647216797,-1.7914724349975586,-0.7841389179229736
1706425586820200400,0.599200439453125,0.21468210220336914,-2.042180299758911,-0.5772116184234619
1706425586824219000,0.603218994140625,0.2741966247558594,-2.135653018951416,-0.3631470203399658
1706425586828237300,0.6072373046875,0.588890552520752,-2.080770492553711,-0.3130066394805908
1706425586832255500,0.61125537109375,0.6536331176757812,-2.1118149757385254,-0.13537192344665527
1706425586836273700,0.615273681640625,0.8129181861877441,-2.1122355461120605,0.0766901969909668
1706425586840291800,0.619291748046875,1.1445631980895996,-2.1396331787109375,0.22130465507507324
1706425586844310300,0.623310302734375,1.2532906532287598,-2.160881519317627,0.37049412727355957
1706425586848328400,0.627328369140625,1.374091625213623,-2.2003231048583984,0.3464477062225342
1706425586852346600,0.6313466796875,1.4620866775512695,-2.213141441345215,0.37401556968688965
1706425586856364800,0.63536474609375,1.5534744262695312,-2.1903810501098633,0.3649752140045166
1706425586860383000,0.639383056640625,1.5678114891052246,-2.16837739944458,0.32918262481689453
1706425586864401400,0.6434013671875,1.503718376159668,-2.0903284549713135,0.29303932189941406
1706425586868419600,0.647419677734375,1.2911720275878906,-1.9452345371246338,0.16665434837341309
1706425586872438300,0.651438232421875,1.0175385475158691,-1.819544792175293,0.041365623474121094
1706425586876459300,0.655459228515625,0.631657600402832,-1.7559804916381836,-0.051784515380859375
1706425586880474400,0.659474365234375,0.3199286460876465,-1.865878701210022,0.017004013061523438
