time,seconds_elapsed,z,y,x
1706425642614680300,0.227680419921875,1.5436553955078125,0.43842220306396484,-1.873326063156128
1706425642618611200,0.231611083984375,1.3802404403686523,0.364776611328125,-1.695921540260315
1706425642622550800,0.23555078125,1.2998723983764648,0.32090842723846436,-1.5666825771331787
1706425642626510000,0.239510009765625,1.0046672821044922,0.46087217330932617,-1.7604107856750488
1706425642630497500,0.24349755859375,0.31738758087158203,0.7962033748626709,-2.4721121788024902
1706425642634515500,0.247515380859375,-0.23111724853515625,1.4561984539031982,-3.845102548599243
1706425642638561500,0.2515615234375,-0.20638465881347656,2.3402626514434814,-5.320901870727539
1706425642642629400,0.25562939453125,-0.013798713684082031,2.9051170349121094,-5.68898868560791
1706425642646668500,0.25966845703125,-0.040515899658203125,2.741572618484497,-4.520410060882568
1706425642650676000,0.263676025390625,-0.4438505172729492,1.8847558498382568,-2.3297219276428223
1706425642654695400,0.2676953125,-1.0220508575439453,0.8454329967498779,-0.6372131109237671
1706425642658729500,0.2717294921875,-1.330174446105957,-0.08203458786010742,0.3997699022293091
1706425642662774300,0.275774169921875,-1.1343193054199219,-0.7754395008087158,1.1991324424743652
1706425642666825200,0.2798251953125,-0.5743265151977539,-1.2070789337158203,1.8441803455352783
1706425642670862600,0.283862548828125,0.0048046112060546875,-1.3390743732452393,2.2004075050354004
1706425642674881300,0.28788134765625,0.4360342025756836,-1.2429795265197754,2.266155958175659
1706425642678899700,0.291899658203125,0.7507877349853516,-0.9857053756713867,2.139413595199585
1706425642682917400,0.29591748046875,1.035649299621582,-0.6490318775177002,1.903975486755371
1706425642686937600,0.2999375,1.1664466857910156,-0.3528614044189453,1.5727686882019043
1706425642690950100,0.3039501953125,1.2624406814575195,-0.12063932418823242,1.1948308944702148
1706425642694963700,0.307963623046875,1.1891021728515625,0.008592367172241211,0.784873366355896
1706425642698979300,0.311979248046875,1.0862102508544922,0.036054134368896484,0.44936707615852356
1706425642702997000,0.3159970703125,0.9498310089111328,-0.009528875350952148,0.28455859422683716
1706425642707016700,0.3200166015625,0.7505826950073242,-0.07735824584960938,0.252204954624176
1706425642711038200,0.3240380859375,0.5757160186767578,-0.20615458488464355,0.31572532653808594
1706425642715060700,0.328060791015625,0.34741973876953125,-0.32907652854919434,0.36583685874938965
1706425642719083500,0.33208349609375,0.10622978210449219,-0.4345207214355469,0.41044434905052185
1706425642723102700,0.336102783203125,-0.1178293228149414,-0.4948115348815918,0.48028188943862915
1706425642727120000,0.340119873046875,-0.3257627487182617,-0.5132296085357666,0.5281662344932556
1706425642731137300,0.34413720703125,-0.41832637786865234,-0.4533045291900635,0.5265771150588989
1706425642735155000,0.348155029296875,-0.4944610595703125,-0.3609616756439209,0.47848841547966003
1706425642739173000,0.352173095703125,-0.5874271392822266,-0.2716679573059082,0.41485995054244995
1706425642743191800,0.35619189453125,-0.5989809036254883,-0.21523785591125488,0.39617443084716797
1706425642747210800,0.360210693359375,-0.5382022857666016,-0.14163661003112793,0.3437112271785736
1706425642751230200,0.364230224609375,-0.45821666717529297,-0.07216739654541016,0.2225629687309265
1706425642755249700,0.368249755859375,-0.44826698303222656,-0.034647464752197266,0.16241323947906494
1706425642759269000,0.37226904296875,-0.47865867614746094,-0.04227328300476074,0.1589956283569336
1706425642763287600,0.37628759765625,-0.5157623291015625,-0.09389996528625488,0.2155904769897461
1706425642767306000,0.380305908203125,-0.5571680068969727,-0.15800929069519043,0.3353605568408966
1706425642771324200,0.38432421875,-0.5677299499511719,-0.20141291618347168,0.4369558095932007
1706425642775342300,0.38834228515625,-0.6372194290161133,-0.22220110893249512,0.49716389179229736
1706425642779360500,0.392360595703125,-0.6636514663696289,-0.22999238967895508,0.5734241604804993
1706425642783379200,0.396379150390625,-0.7089042663574219,-0.2368640899658203,0.6302444934844971
1706425642787398100,0.400398193359375,-0.7373981475830078,-0.259249210357666,0.71533203125
1706425642791416800,0.404416748046875,-0.7612247467041016,-0.2779867649078369,0.7485203742980957
1706425642795435500,0.408435546875,-0.7945365905761719,-0.26975131034851074,0.7827662825584412
1706425642799454000,0.412453857421875,-0.7947750091552734,-0.27051711082458496,0.8680106401443481
1706425642803472400,0.416472412109375,-0.7060575485229492,-0.32024526596069336,1.0224305391311646
1706425642807490800,0.42049072265625,-0.6004219055175781,-0.3877432346343994,1.1648679971694946
1706425642811509200,0.42450927734375,-0.5862998962402344,-0.49396395683288574,1.2813327312469482
1706425642815527700,0.428527587890625,-0.4949684143066406,-0.6500542163848877,1.4454569816589355
1706425642819546000,0.432546142578125,-0.4335966110229492,-0.7800339460372925,1.4588779211044312
1706425642823564500,0.436564453125,-0.4252281188964844,-0.7782876491546631,1.366477370262146
1706425642827583000,0.4405830078125,-0.4666128158569336,-0.6658482551574707,1.224439024925232
1706425642831601400,0.444601318359375,-0.5357589721679688,-0.5480976104736328,1.0620489120483398
1706425642835619800,0.448619873046875,-0.6676397323608398,-0.4013638496398926,0.8514539003372192
